
time,ax,ay,az,wx,wy,wz,
42.006,0.11,1.36,-0.90,-2.36,0.44,0.07,
42.006,0.11,1.36,-0.90,-2.31,0.43,0.08,
42.006,0.07,1.09,-0.74,-2.31,0.43,0.08,
42.007,0.07,1.09,-0.74,-2.26,0.43,0.09,
42.008,0.07,1.09,-0.74,-2.21,0.42,0.11,
42.009,0.07,1.09,-0.74,-2.15,0.41,0.12,
42.009,0.06,0.87,-0.51,-2.15,0.41,0.12,
42.009,0.06,0.87,-0.51,-2.09,0.41,0.13,
42.01,0.06,0.87,-0.51,-2.03,0.42,0.14,
42.01,0.09,0.67,-0.30,-2.03,0.42,0.14,
42.01,0.09,0.67,-0.30,-1.97,0.42,0.16,
42.011,0.13,0.52,-0.22,-1.97,0.42,0.16,
42.011,0.13,0.52,-0.22,-1.91,0.43,0.18,
42.011,0.13,0.52,-0.22,-1.84,0.44,0.19,
42.012,0.19,0.45,-0.20,-1.84,0.44,0.19,
42.012,0.19,0.45,-0.20,-1.78,0.44,0.20,
42.012,0.19,0.45,-0.20,-1.72,0.45,0.21,
42.012,0.19,0.45,-0.20,-1.66,0.45,0.22,
42.013,0.23,0.43,-0.28,-1.66,0.45,0.22,
42.013,0.23,0.43,-0.28,-1.59,0.46,0.22,
42.013,0.23,0.43,-0.28,-1.53,0.46,0.23,
42.014,0.28,0.48,-0.28,-1.53,0.46,0.23,
42.014,0.28,0.48,-0.28,-1.46,0.46,0.23,
42.014,0.28,0.48,-0.28,-1.40,0.47,0.23,
42.014,0.33,0.58,-0.22,-1.40,0.47,0.23,
42.015,0.33,0.58,-0.22,-1.34,0.48,0.23,
42.015,0.33,0.58,-0.22,-1.28,0.48,0.23,
42.015,0.34,0.71,-0.17,-1.28,0.48,0.23,
42.016,0.34,0.71,-0.17,-1.23,0.48,0.23,
42.016,0.34,0.71,-0.17,-1.17,0.48,0.22,
42.016,0.36,0.89,-0.29,-1.17,0.48,0.22,
42.016,0.36,0.89,-0.29,-1.12,0.49,0.21,
42.018,0.36,0.89,-0.29,-1.07,0.49,0.20,
42.019,0.41,1.04,-0.26,-1.07,0.49,0.20,
42.02,0.41,1.04,-0.26,-1.02,0.50,0.20,
42.023,0.41,1.04,-0.26,-0.98,0.51,0.18,
42.023,0.41,1.17,-0.26,-0.98,0.51,0.18,
42.025,0.41,1.17,-0.26,-0.94,0.51,0.18,
42.028,0.41,1.17,-0.26,-0.90,0.52,0.17,
42.028,0.36,1.35,-0.47,-0.90,0.52,0.17,
42.04,0.26,1.51,-0.87,-0.90,0.52,0.17,
42.041,0.11,1.64,-1.23,-0.90,0.52,0.17,
42.041,0.11,1.64,-1.23,-0.87,0.52,0.17,
42.042,0.11,1.64,-1.23,-0.84,0.52,0.16,
42.043,0.11,1.64,-1.23,-0.82,0.51,0.15,
42.043,0.11,1.64,-1.23,-0.81,0.51,0.15,
42.044,0.11,1.64,-1.23,-0.79,0.51,0.15,
42.044,0.00,1.73,-1.44,-0.79,0.51,0.15,
42.045,0.00,1.73,-1.44,-0.79,0.51,0.15,
42.045,0.00,1.73,-1.44,-0.79,0.51,0.16,
42.048,-0.07,1.79,-1.59,-0.79,0.51,0.16,
42.048,-0.07,1.79,-1.59,-0.79,0.51,0.16,
42.057,-0.07,1.79,-1.59,-0.80,0.51,0.17,
42.058,-0.07,1.79,-1.59,-0.82,0.51,0.17,
42.059,-0.17,1.88,-1.94,-0.82,0.51,0.17,
42.06,-0.17,1.88,-1.94,-0.84,0.51,0.18,
42.06,-0.29,2.02,-2.42,-0.84,0.51,0.18,
42.061,-0.29,2.02,-2.42,-0.87,0.49,0.18,
42.064,-0.39,2.12,-2.78,-0.87,0.49,0.18,
42.064,-0.39,2.12,-2.78,-0.89,0.48,0.19,
42.064,-0.39,2.12,-2.78,-0.92,0.47,0.20,
42.065,-0.39,2.12,-2.78,-0.96,0.46,0.21,
42.085,-0.39,2.12,-2.78,-1.00,0.45,0.21,
42.086,-0.40,2.20,-2.87,-1.00,0.45,0.21,
42.086,-0.40,2.20,-2.87,-1.05,0.44,0.22,
42.087,-0.39,2.25,-2.90,-1.05,0.44,0.22,
42.087,-0.39,2.25,-2.90,-1.09,0.43,0.23,
42.087,-0.39,2.25,-2.90,-1.13,0.43,0.24,
42.087,-0.39,2.25,-2.90,-1.18,0.42,0.25,
42.088,-0.41,2.30,-3.04,-1.18,0.42,0.25,
42.088,-0.41,2.30,-3.04,-1.23,0.42,0.25,
42.088,-0.41,2.30,-3.04,-1.28,0.41,0.26,
42.089,-0.36,2.30,-3.05,-1.28,0.41,0.26,
42.089,-0.36,2.30,-3.05,-1.33,0.41,0.27,
42.089,-0.36,2.30,-3.05,-1.38,0.41,0.27,
42.089,-0.27,2.33,-3.04,-1.38,0.41,0.27,
42.09,-0.27,2.33,-3.04,-1.43,0.40,0.28,
42.092,-0.19,2.34,-3.01,-1.43,0.40,0.28,
42.093,-0.19,2.34,-3.01,-1.48,0.40,0.28,
42.095,-0.19,2.34,-3.01,-1.53,0.40,0.28,
42.097,-0.14,2.35,-2.95,-1.53,0.40,0.28,
42.098,-0.14,2.35,-2.95,-1.56,0.40,0.28,
42.101,-0.14,2.35,-2.95,-1.61,0.41,0.29,
42.102,-0.05,2.27,-2.77,-1.61,0.41,0.29,
42.103,-0.05,2.27,-2.77,-1.64,0.41,0.28,
42.105,-0.05,2.27,-2.77,-1.68,0.41,0.28,
42.107,-0.05,2.27,-2.77,-1.71,0.42,0.28,
42.108,0.01,2.18,-2.50,-1.71,0.42,0.28,
42.11,0.01,2.18,-2.50,-1.74,0.43,0.28,
42.113,0.07,2.07,-2.29,-1.74,0.43,0.28,
42.114,0.07,2.07,-2.29,-1.76,0.44,0.28,
42.136,0.07,2.07,-2.29,-1.78,0.44,0.28,
42.137,0.17,1.93,-2.18,-1.78,0.44,0.28,
42.137,0.17,1.93,-2.18,-1.80,0.44,0.28,
42.138,0.15,1.82,-2.16,-1.80,0.44,0.28,
42.138,0.15,1.82,-2.16,-1.81,0.44,0.27,
42.138,0.15,1.82,-2.16,-1.82,0.44,0.27,
42.139,0.15,1.82,-2.16,-1.82,0.43,0.27,
42.139,0.16,1.69,-2.12,-1.82,0.43,0.27,
42.14,0.16,1.69,-2.12,-1.83,0.43,0.27,
42.14,0.16,1.69,-2.12,-1.83,0.42,0.27,
42.141,0.21,1.51,-1.94,-1.83,0.42,0.27,
42.141,0.21,1.51,-1.94,-1.82,0.42,0.27,
42.142,0.21,1.51,-1.94,-1.81,0.42,0.26,
42.142,0.19,1.37,-1.69,-1.81,0.42,0.26,
42.143,0.19,1.37,-1.69,-1.80,0.42,0.26,
42.143,0.19,1.37,-1.69,-1.78,0.42,0.26,
42.144,0.21,1.27,-1.36,-1.78,0.42,0.26,
42.144,0.21,1.27,-1.36,-1.76,0.43,0.26,
42.15,0.21,1.27,-1.36,-1.74,0.43,0.26,
42.152,0.25,1.23,-1.23,-1.74,0.43,0.26,
42.152,0.25,1.23,-1.23,-1.71,0.44,0.26,
42.153,0.25,1.23,-1.23,-1.68,0.45,0.26,
42.153,0.25,1.23,-1.23,-1.65,0.45,0.26,
42.154,0.21,1.20,-1.13,-1.65,0.45,0.26,
42.155,0.21,1.20,-1.13,-1.61,0.46,0.26,
42.157,0.21,1.20,-1.13,-1.58,0.46,0.26,
42.157,0.20,1.22,-1.09,-1.58,0.46,0.26,
42.159,0.20,1.22,-1.09,-1.54,0.47,0.26,
42.163,0.20,1.22,-1.09,-1.50,0.48,0.26,
42.163,0.17,1.23,-0.95,-1.50,0.48,0.26,
42.165,0.17,1.23,-0.95,-1.45,0.49,0.26,
42.168,0.17,1.23,-0.95,-1.41,0.50,0.26,
42.17,0.10,1.27,-0.87,-1.41,0.50,0.26,
42.171,0.10,1.27,-0.87,-1.36,0.50,0.26,
42.172,0.10,1.27,-0.87,-1.32,0.51,0.26,
42.172,0.05,1.28,-0.86,-1.32,0.51,0.26,
42.175,0.05,1.28,-0.86,-1.27,0.51,0.26,
42.177,0.05,1.28,-0.86,-1.23,0.51,0.26,
42.177,0.02,1.32,-0.92,-1.23,0.51,0.26,
42.18,0.02,1.32,-0.92,-1.18,0.52,0.26,
42.184,0.02,1.32,-0.92,-1.13,0.51,0.25,
42.187,-0.02,1.34,-0.93,-1.13,0.51,0.25,
42.188,-0.02,1.34,-0.93,-1.09,0.52,0.25,
42.189,-0.02,1.34,-0.93,-1.04,0.51,0.24,
42.189,-0.05,1.38,-0.97,-1.04,0.51,0.24,
42.191,-0.05,1.38,-0.97,-1.00,0.51,0.24,
42.192,-0.05,1.38,-0.97,-0.96,0.50,0.24,
42.192,-0.06,1.45,-1.13,-0.96,0.50,0.24,
42.194,-0.06,1.45,-1.13,-0.92,0.50,0.23,
42.197,-0.06,1.45,-1.13,-0.89,0.48,0.23,
42.198,-0.08,1.50,-1.27,-0.89,0.48,0.23,
42.207,-0.08,1.50,-1.27,-0.85,0.47,0.22,
42.208,-0.20,1.51,-1.44,-0.85,0.47,0.22,
42.208,-0.20,1.51,-1.44,-0.82,0.45,0.21,
42.208,-0.20,1.51,-1.44,-0.78,0.43,0.20,
42.208,-0.20,1.51,-1.44,-0.76,0.40,0.20,
42.208,-0.33,1.59,-1.75,-0.76,0.40,0.20,
42.212,-0.61,1.60,-2.13,-0.76,0.40,0.20,
42.213,-0.61,1.60,-2.13,-0.74,0.36,0.19,
42.213,-0.61,1.60,-2.13,-0.72,0.31,0.19,
42.235,-0.61,1.60,-2.13,-0.70,0.25,0.18,
42.235,-0.94,1.60,-2.61,-0.70,0.25,0.18,
42.235,-0.94,1.60,-2.61,-0.69,0.18,0.16,
42.235,-0.94,1.60,-2.61,-0.68,0.10,0.16,
42.236,-1.08,1.47,-2.58,-0.68,0.10,0.16,
42.236,-1.08,1.47,-2.58,-0.68,0.04,0.14,
42.236,-1.08,1.47,-2.58,-0.68,-0.02,0.13,
42.236,-1.08,1.47,-2.58,-0.68,-0.07,0.13,
42.236,-0.96,1.42,-1.86,-0.68,-0.07,0.13,
42.237,-0.96,1.42,-1.86,-0.69,-0.11,0.11,
42.237,-0.55,1.32,-0.97,-0.69,-0.11,0.11,
42.237,-0.55,1.32,-0.97,-0.69,-0.14,0.08,
42.237,-0.55,1.32,-0.97,-0.70,-0.15,0.06,
42.237,-0.04,1.36,-0.52,-0.70,-0.15,0.06,
42.238,-0.04,1.36,-0.52,-0.71,-0.17,0.03,
42.239,-0.04,1.36,-0.52,-0.71,-0.19,-0.00,
42.242,0.44,1.55,-0.68,-0.71,-0.19,-0.00,
42.242,0.44,1.55,-0.68,-0.73,-0.21,-0.04,
42.244,0.44,1.55,-0.68,-0.74,-0.24,-0.08,
42.247,0.83,1.90,-1.26,-0.74,-0.24,-0.08,
42.247,0.83,1.90,-1.26,-0.76,-0.28,-0.13,
42.251,0.83,1.90,-1.26,-0.77,-0.33,-0.18,
42.252,1.09,2.26,-1.60,-0.77,-0.33,-0.18,
42.253,1.09,2.26,-1.60,-0.79,-0.37,-0.23,
42.254,1.09,2.26,-1.60,-0.81,-0.42,-0.29,
42.257,1.20,2.52,-1.68,-0.81,-0.42,-0.29,
42.259,1.20,2.52,-1.68,-0.84,-0.46,-0.34,
42.259,1.20,2.52,-1.68,-0.87,-0.49,-0.39,
42.269,1.31,2.61,-1.58,-0.87,-0.49,-0.39,
42.27,1.56,2.63,-1.40,-0.87,-0.49,-0.39,
42.271,1.56,2.63,-1.40,-0.89,-0.52,-0.44,
42.271,1.56,2.63,-1.40,-0.92,-0.54,-0.49,
42.271,1.56,2.63,-1.40,-0.95,-0.55,-0.53,
42.272,1.56,2.63,-1.40,-0.98,-0.55,-0.57,
42.275,1.56,2.63,-1.40,-1.02,-0.55,-0.60,
42.275,1.92,2.45,-1.17,-1.02,-0.55,-0.60,
42.276,1.92,2.45,-1.17,-1.06,-0.54,-0.63,
42.277,1.92,2.45,-1.17,-1.10,-0.52,-0.66,
42.278,2.23,2.11,-1.10,-1.10,-0.52,-0.66,
42.279,2.23,2.11,-1.10,-1.14,-0.49,-0.68,
42.312,2.23,2.11,-1.10,-1.19,-0.46,-0.70,
42.312,2.51,1.66,-1.34,-1.19,-0.46,-0.70,
42.313,2.51,1.66,-1.34,-1.25,-0.44,-0.71,
42.314,2.51,1.66,-1.34,-1.30,-0.41,-0.71,
42.315,2.58,1.14,-1.87,-1.30,-0.41,-0.71,
42.316,2.58,1.14,-1.87,-1.36,-0.39,-0.71,
42.316,2.58,1.14,-1.87,-1.43,-0.37,-0.70,
42.317,2.43,0.63,-2.46,-1.43,-0.37,-0.70,
42.317,2.43,0.63,-2.46,-1.50,-0.34,-0.67,
42.318,2.09,0.05,-2.88,-1.50,-0.34,-0.67,
42.319,2.09,0.05,-2.88,-1.57,-0.31,-0.65,
42.32,2.09,0.05,-2.88,-1.64,-0.27,-0.61,
42.32,1.71,-0.52,-2.92,-1.64,-0.27,-0.61,
42.32,1.71,-0.52,-2.92,-1.71,-0.22,-0.57,
42.321,1.71,-0.52,-2.92,-1.79,-0.17,-0.52,
42.321,1.71,-0.52,-2.92,-1.86,-0.11,-0.47,
42.321,1.34,-1.08,-2.71,-1.86,-0.11,-0.47,
42.322,1.34,-1.08,-2.71,-1.92,-0.04,-0.40,
42.322,1.06,-1.67,-2.35,-1.92,-0.04,-0.40,
42.322,1.06,-1.67,-2.35,-1.99,0.04,-0.34,
42.323,1.06,-1.67,-2.35,-2.06,0.12,-0.27,
42.323,0.74,-2.11,-2.15,-2.06,0.12,-0.27,
42.324,0.74,-2.11,-2.15,-2.12,0.20,-0.21,
42.324,0.74,-2.11,-2.15,-2.18,0.27,-0.14,
42.324,0.42,-2.30,-2.26,-2.18,0.27,-0.14,
42.324,0.42,-2.30,-2.26,-2.23,0.34,-0.07,
42.325,0.42,-2.30,-2.26,-2.28,0.40,-0.01,
42.327,0.19,-2.33,-2.14,-2.28,0.40,-0.01,
42.329,0.19,-2.33,-2.14,-2.31,0.47,0.05,
42.33,0.19,-2.33,-2.14,-2.34,0.53,0.10,
42.332,0.19,-2.33,-2.14,-2.35,0.59,0.15,
42.332,0.10,-2.20,-1.63,-2.35,0.59,0.15,
42.336,0.10,-2.20,-1.63,-2.35,0.66,0.18,
42.337,0.11,-2.09,-0.71,-2.35,0.66,0.18,
42.337,0.11,-2.09,-0.71,-2.35,0.73,0.22,
42.34,0.11,-2.09,-0.71,-2.33,0.81,0.24,
42.342,0.22,-2.04,0.47,-2.33,0.81,0.24,
42.342,0.22,-2.04,0.47,-2.29,0.90,0.26,
42.344,0.22,-2.04,0.47,-2.24,1.00,0.27,
42.347,0.40,-2.04,1.74,-2.24,1.00,0.27,
42.347,0.40,-2.04,1.74,-2.18,1.11,0.27,
42.349,0.40,-2.04,1.74,-2.11,1.22,0.27,
42.356,0.50,-2.13,2.84,-2.11,1.22,0.27,
42.36,0.50,-2.13,2.84,-2.03,1.34,0.27,
42.361,0.50,-2.13,2.84,-1.95,1.44,0.26,
42.361,0.61,-2.33,3.49,-1.95,1.44,0.26,
42.362,0.61,-2.33,3.49,-1.85,1.53,0.24,
42.362,0.61,-2.33,3.49,-1.75,1.61,0.22,
42.366,0.70,-2.46,3.69,-1.75,1.61,0.22,
42.367,0.70,-2.46,3.69,-1.65,1.66,0.19,
42.368,0.70,-2.46,3.69,-1.53,1.69,0.16,
42.368,0.79,-2.60,3.55,-1.53,1.69,0.16,
42.369,0.79,-2.60,3.55,-1.43,1.69,0.12,
42.369,0.79,-2.60,3.55,-1.31,1.66,0.09,
42.383,0.79,-2.65,3.25,-1.31,1.66,0.09,
42.383,0.79,-2.65,3.25,-1.19,1.62,0.04,
42.383,0.79,-2.65,3.25,-1.07,1.54,-0.00,
42.384,0.79,-2.65,3.25,-0.95,1.45,-0.06,
42.384,0.76,-2.65,2.96,-0.95,1.45,-0.06,
42.384,0.76,-2.65,2.96,-0.83,1.34,-0.11,
42.385,0.76,-2.65,2.96,-0.71,1.22,-0.16,
42.385,0.73,-2.63,2.64,-0.71,1.22,-0.16,
42.385,0.73,-2.63,2.64,-0.59,1.08,-0.22,
42.386,0.71,-2.44,2.46,-0.59,1.08,-0.22,
42.387,0.71,-2.44,2.46,-0.47,0.94,-0.27,
42.388,0.71,-2.44,2.46,-0.36,0.80,-0.32,
42.392,0.71,-2.44,2.46,-0.25,0.67,-0.38,
42.392,0.74,-2.22,2.38,-0.25,0.67,-0.38,
42.394,0.74,-2.22,2.38,-0.14,0.54,-0.44,
42.396,0.74,-2.22,2.38,-0.04,0.42,-0.49,
42.396,0.74,-2.00,2.23,-0.04,0.42,-0.49,
42.398,0.74,-2.00,2.23,0.05,0.31,-0.54,
42.4,0.74,-2.00,2.23,0.14,0.21,-0.58,
42.402,0.82,-1.78,2.05,0.14,0.21,-0.58,
42.405,0.82,-1.78,2.05,0.21,0.12,-0.63,
42.406,0.82,-1.78,2.05,0.27,0.04,-0.67,
42.406,0.95,-1.59,1.79,0.27,0.04,-0.67,
42.408,0.95,-1.59,1.79,0.33,-0.02,-0.70,
42.411,0.95,-1.59,1.79,0.38,-0.08,-0.73,
42.412,1.05,-1.45,1.52,0.38,-0.08,-0.73,
42.413,1.05,-1.45,1.52,0.42,-0.13,-0.76,
42.417,1.05,-1.45,1.52,0.45,-0.17,-0.78,
42.418,1.15,-1.36,1.24,0.45,-0.17,-0.78,
42.419,1.15,-1.36,1.24,0.46,-0.19,-0.80,
42.422,1.23,-1.33,0.98,0.46,-0.19,-0.80,
42.422,1.23,-1.33,0.98,0.47,-0.21,-0.80,
42.423,1.23,-1.33,0.98,0.47,-0.22,-0.80,
42.426,1.23,-1.33,0.98,0.46,-0.21,-0.80,
42.426,1.29,-1.30,0.80,0.46,-0.21,-0.80,
42.428,1.29,-1.30,0.80,0.45,-0.19,-0.79,
42.431,1.39,-1.28,0.60,0.45,-0.19,-0.79,
42.432,1.39,-1.28,0.60,0.42,-0.16,-0.77,
42.435,1.39,-1.28,0.60,0.39,-0.12,-0.75,
42.439,1.46,-1.25,0.43,0.39,-0.12,-0.75,
42.44,1.46,-1.25,0.43,0.35,-0.07,-0.72,
42.44,1.46,-1.25,0.43,0.30,-0.01,-0.68,
42.441,1.46,-1.23,0.23,0.30,-0.01,-0.68,
42.442,1.46,-1.23,0.23,0.25,0.07,-0.65,
42.443,1.46,-1.23,0.23,0.19,0.16,-0.61,
42.445,1.46,-1.23,0.23,0.13,0.25,-0.57,
42.472,1.46,-1.30,-0.02,0.13,0.25,-0.57,
42.472,1.46,-1.30,-0.02,0.05,0.35,-0.52,
42.473,1.39,-1.38,-0.38,0.05,0.35,-0.52,
42.473,1.39,-1.38,-0.38,-0.02,0.46,-0.48,
42.474,1.39,-1.38,-0.38,-0.10,0.56,-0.42,
42.474,1.23,-1.46,-0.75,-0.10,0.56,-0.42,
42.475,1.23,-1.46,-0.75,-0.20,0.68,-0.37,
42.475,1.23,-1.46,-0.75,-0.29,0.79,-0.33,
42.476,1.08,-1.49,-1.11,-0.29,0.79,-0.33,
42.476,1.08,-1.49,-1.11,-0.39,0.90,-0.28,
42.476,1.08,-1.49,-1.11,-0.49,1.01,-0.24,
42.477,0.86,-1.52,-1.46,-0.49,1.01,-0.24,
42.477,0.86,-1.52,-1.46,-0.60,1.11,-0.20,
42.478,0.86,-1.52,-1.46,-0.70,1.21,-0.16,
42.478,0.59,-1.54,-1.70,-0.70,1.21,-0.16,
42.479,0.59,-1.54,-1.70,-0.81,1.31,-0.12,
42.479,0.59,-1.54,-1.70,-0.92,1.40,-0.09,
42.48,0.30,-1.48,-1.75,-0.92,1.40,-0.09,
42.48,0.30,-1.48,-1.75,-1.02,1.48,-0.06,
42.481,0.30,-1.48,-1.75,-1.12,1.56,-0.03,
42.481,-0.00,-1.32,-1.65,-1.12,1.56,-0.03,
42.482,-0.00,-1.32,-1.65,-1.21,1.63,-0.02,
42.494,-0.00,-1.32,-1.65,-1.30,1.70,-0.00,
42.495,-0.30,-1.18,-1.53,-1.30,1.70,-0.00,
42.496,-0.30,-1.18,-1.53,-1.39,1.76,0.01,
42.496,-0.30,-1.18,-1.53,-1.47,1.81,0.01,
42.497,-0.67,-1.00,-1.21,-1.47,1.81,0.01,
42.497,-0.67,-1.00,-1.21,-1.54,1.86,0.01,
42.497,-0.67,-1.00,-1.21,-1.60,1.90,0.00,
42.498,-0.90,-0.77,-1.01,-1.60,1.90,0.00,
42.518,-0.90,-0.77,-1.01,-1.66,1.93,-0.01,
42.519,-1.11,-0.55,-0.74,-1.66,1.93,-0.01,
42.519,-1.11,-0.55,-0.74,-1.71,1.94,-0.02,
42.52,-1.11,-0.55,-0.74,-1.75,1.95,-0.04,
42.52,-1.11,-0.55,-0.74,-1.78,1.94,-0.06,
42.52,-1.37,-0.40,-0.60,-1.78,1.94,-0.06,
42.52,-1.37,-0.40,-0.60,-1.80,1.91,-0.08,
42.521,-1.37,-0.40,-0.60,-1.81,1.86,-0.10,
42.521,-1.61,-0.30,-0.39,-1.81,1.86,-0.10,
42.521,-1.61,-0.30,-0.39,-1.82,1.81,-0.12,
42.521,-1.61,-0.30,-0.39,-1.82,1.75,-0.14,
42.522,-1.77,-0.21,-0.11,-1.82,1.75,-0.14,
42.522,-1.77,-0.21,-0.11,-1.80,1.67,-0.17,
42.522,-1.77,-0.21,-0.11,-1.78,1.60,-0.20,
42.522,-1.89,-0.18,0.41,-1.78,1.60,-0.20,
42.522,-1.89,-0.18,0.41,-1.75,1.52,-0.22,
42.523,-1.89,-0.18,0.41,-1.71,1.45,-0.25,
42.526,-2.02,-0.17,0.94,-1.71,1.45,-0.25,
42.527,-2.02,-0.17,0.94,-1.66,1.38,-0.27,
42.529,-2.02,-0.17,0.94,-1.60,1.30,-0.30,
42.531,-2.16,-0.15,1.33,-1.60,1.30,-0.30,
42.531,-2.16,-0.15,1.33,-1.54,1.23,-0.32,
42.536,-2.16,-0.15,1.33,-1.47,1.17,-0.35,
42.536,-2.16,-0.15,1.33,-1.40,1.11,-0.37,
42.537,-2.17,-0.13,1.57,-1.40,1.11,-0.37,
42.538,-2.17,-0.13,1.57,-1.32,1.04,-0.40,
42.54,-2.17,-0.13,1.57,-1.24,0.98,-0.43,
42.541,-2.17,-0.04,1.77,-1.24,0.98,-0.43,
42.544,-2.17,-0.04,1.77,-1.15,0.93,-0.45,
42.545,-2.19,-0.01,1.73,-1.15,0.93,-0.45,
42.546,-2.19,-0.01,1.73,-1.06,0.87,-0.46,
42.547,-2.19,-0.01,1.73,-0.97,0.81,-0.49,
42.551,-2.19,-0.01,1.73,-0.89,0.75,-0.50,
42.553,-2.19,-0.01,1.59,-0.89,0.75,-0.50,
42.555,-2.19,-0.01,1.59,-0.80,0.69,-0.52,
42.556,-2.19,-0.01,1.59,-0.70,0.64,-0.53,
42.556,-2.04,-0.02,1.53,-0.70,0.64,-0.53,
42.558,-2.04,-0.02,1.53,-0.61,0.59,-0.54,
42.56,-2.04,-0.02,1.53,-0.52,0.54,-0.55,
42.561,-1.91,0.02,1.52,-0.52,0.54,-0.55,
42.564,-1.91,0.02,1.52,-0.43,0.50,-0.56,
42.566,-1.83,0.01,1.51,-0.43,0.50,-0.56,
42.567,-1.83,0.01,1.51,-0.34,0.46,-0.56,
42.569,-1.83,0.01,1.51,-0.26,0.43,-0.56,
42.57,-1.75,0.01,1.37,-0.26,0.43,-0.56,
42.572,-1.75,0.01,1.37,-0.17,0.41,-0.56,
42.573,-1.75,0.01,1.37,-0.10,0.39,-0.55,
42.575,-1.75,0.01,1.37,-0.02,0.37,-0.54,
42.575,-1.62,-0.05,1.23,-0.02,0.37,-0.54,
42.577,-1.62,-0.05,1.23,0.05,0.36,-0.53,
42.58,-1.37,-0.10,1.24,0.05,0.36,-0.53,
42.581,-1.37,-0.10,1.24,0.12,0.35,-0.52,
42.584,-1.37,-0.10,1.24,0.19,0.34,-0.51,
42.585,-1.05,-0.14,1.25,0.19,0.34,-0.51,
42.585,-1.05,-0.14,1.25,0.25,0.35,-0.50,
42.588,-1.05,-0.14,1.25,0.30,0.35,-0.49,
42.59,-1.05,-0.14,1.25,0.35,0.37,-0.48,
42.59,-0.70,-0.13,1.23,0.35,0.37,-0.48,
42.592,-0.70,-0.13,1.23,0.40,0.38,-0.47,
42.595,-0.37,-0.02,1.20,0.40,0.38,-0.47,
42.596,-0.37,-0.02,1.20,0.44,0.40,-0.46,
42.597,-0.37,-0.02,1.20,0.48,0.43,-0.45,
42.604,-0.08,0.09,1.08,0.48,0.43,-0.45,
42.604,-0.08,0.09,1.08,0.51,0.45,-0.44,
42.605,-0.08,0.09,1.08,0.55,0.47,-0.43,
42.605,0.11,0.17,0.74,0.55,0.47,-0.43,
42.606,0.11,0.17,0.74,0.57,0.50,-0.43,
42.61,0.11,0.17,0.74,0.59,0.52,-0.42,
42.611,0.17,0.42,0.28,0.59,0.52,-0.42,
42.611,0.17,0.42,0.28,0.61,0.54,-0.41,
42.636,0.17,0.42,0.28,0.61,0.56,-0.41,
42.637,0.17,0.42,0.28,0.62,0.58,-0.40,
42.638,0.21,0.74,-0.20,0.62,0.58,-0.40,
42.638,0.21,0.74,-0.20,0.62,0.59,-0.40,
42.639,0.21,0.74,-0.20,0.61,0.60,-0.39,
42.64,0.19,1.02,-0.77,0.61,0.60,-0.39,
42.641,0.19,1.02,-0.77,0.60,0.60,-0.39,
42.641,0.19,1.02,-0.77,0.58,0.60,-0.39,
42.642,0.09,1.35,-1.32,0.58,0.60,-0.39,
42.643,0.09,1.35,-1.32,0.55,0.60,-0.39,
42.644,-0.10,1.65,-1.82,0.55,0.60,-0.39,
42.644,-0.10,1.65,-1.82,0.52,0.59,-0.39,
42.644,-0.10,1.65,-1.82,0.49,0.58,-0.39,
42.645,-0.25,1.96,-1.95,0.49,0.58,-0.39,
42.646,-0.25,1.96,-1.95,0.45,0.57,-0.39,
42.646,-0.25,1.96,-1.95,0.40,0.56,-0.38,
42.646,-0.37,2.16,-1.81,0.40,0.56,-0.38,
42.646,-0.37,2.16,-1.81,0.35,0.55,-0.39,
42.647,-0.37,2.16,-1.81,0.30,0.55,-0.38,
42.647,-0.51,2.21,-1.45,0.30,0.55,-0.38,
42.647,-0.51,2.21,-1.45,0.25,0.55,-0.39,
42.647,-0.51,2.21,-1.45,0.19,0.55,-0.38,
42.65,-0.51,2.21,-1.45,0.12,0.56,-0.37,
42.65,-0.67,2.25,-1.25,0.12,0.56,-0.37,
42.652,-0.67,2.25,-1.25,0.05,0.57,-0.37,
42.655,-0.90,2.22,-1.11,0.05,0.57,-0.37,
42.655,-0.90,2.22,-1.11,-0.02,0.59,-0.36,
42.657,-0.90,2.22,-1.11,-0.09,0.60,-0.35,
42.66,-1.21,2.16,-1.21,-0.09,0.60,-0.35,
42.66,-1.21,2.16,-1.21,-0.17,0.61,-0.33,
42.662,-1.21,2.16,-1.21,-0.25,0.62,-0.31,
42.665,-1.54,2.11,-1.44,-0.25,0.62,-0.31,
42.665,-1.54,2.11,-1.44,-0.33,0.63,-0.30,
42.669,-1.54,2.11,-1.44,-0.42,0.62,-0.28,
42.671,-1.88,2.09,-1.97,-0.42,0.62,-0.28,
42.672,-1.88,2.09,-1.97,-0.51,0.61,-0.25,
42.672,-1.88,2.09,-1.97,-0.59,0.59,-0.23,
42.674,-2.22,2.06,-2.45,-0.59,0.59,-0.23,
42.675,-2.22,2.06,-2.45,-0.68,0.57,-0.20,
42.677,-2.22,2.06,-2.45,-0.77,0.53,-0.18,
42.68,-2.47,2.00,-2.72,-0.77,0.53,-0.18,
42.68,-2.47,2.00,-2.72,-0.86,0.49,-0.16,
42.682,-2.47,2.00,-2.72,-0.94,0.45,-0.13,
42.685,-2.64,1.85,-2.69,-0.94,0.45,-0.13,
42.688,-2.64,1.85,-2.69,-1.02,0.41,-0.10,
